label	tweet
n	Kurz vor der dritten sozialistischen #Diktatur auf deutschem Boden (oder schon mittendrin?): http://
n	Linksextremisten veröffentlichen Polizisten-Pranger http://
p	Los verschwult es, das sieht noch zu cool und uncucked aus... http://
n	"Man muss dem dunkelhäutigen Vergewaltiger zu Gute halten, dass er das Messer erst zückte, als die Frau wegrennen wollte!
#Kassel http://"
n	Mann, der #TwitterPurge setzt tatsächlich ein... http://
n	"Matthias, dieser Kommentar ist deiner nicht würdig!
Meinst nicht auch? http://"
n	Meinung zum Nationalbolschewismus? @name
n	Meinungsfreiheit – Heiko Maas lacht! http://
n	Merkel legt nach... http://
n	Mickrig, angfressn und irgendwie tot. http://
n	Mir geht es hier um Respekt sich wenn wer andere Meinung hat. Ich habe vor manchen linken Respekt vor der Antifa null. Der Grund sind ihre Methoden und die sind bei diesem Server mehr als fragwürdig.
n	Mit Sicherheit das bessere Gefüge. http://
n	"Moscheen braucht das Land.
Mehr Moscheen für Deutschland!
Sie müssen Läuterung erfahren, dann kommt der Wandel.
#Inshallah"
n	nach den tod kommst du wieder als mensch aber deine wissen wird gelöscht damit du faire chance hast wenn du irgendwann leben auf helal modus durchgezockt hast du kommst eine stufe höher zu engel wirst nie wieder mensch manche schafen niemals andere schaffen nach paar leben!!
n	"Natürlich alles nur deutsche Schüler 😝

http://"
n	"Natürlich widerspreche ich... unser Buch ist maßvoll, subtil und gerecht, und ein ""streitbarer Essay mit Sprachwitz"". :-) Jeder Art von Polemik kann ""Ressentiment"" unterstellt werden.
http://"
n	Netzfreund 👍 http://
n	"Noch nie arrogant gewesen

Meinungen"
n	NORMAL - DIESE SPEZIES BEISSEN (AFFEN) http://
n	Nota bene, Netanyahu ist vergleichsweise rechts von Strache, der auch schon fleißig nach Israel gepilgert ist... http://
n	NUN WIRD ES ABER NOCH BEKLOPPTER, MIO. FÜR SPIELER-BALLTRETER BRAUCHEN SCHIERIS PSYCHIATER! Schiedsrichter holen Hilfe bei Psychologen  http:// via @name
n	"Nur Idioten machen alles für Geld.
Deshalb #Idiotenverbot. Jetzt! http://"
n	OB ER WEISS WAS DAS IST- STOLZ???😂😂😂 http://
n	"Oh, man kann sich selbst retweeten.
Leider nur einmal.
Sorry, Tauber"
n	Peter Sweden wird in Norwegen geschlachtet wie ein Rindvieh
n	Polizei fahndet mit Fotos nach G-20 Gewalttätern http://
n	"Polizei macht Jagd auf G20-Chaoten: 5 Monate, 10 Terabyte, 104 Verdächtige http://

Richtig so, die Gefahr geht von links aus!
#AfD"
n	"Puh - Heftig - wirklich heftig.

Einfacher Test http://"
n	RICHTIG !!!!!!!!! http://
n	RICHTIG- DIE ITALIENER HAUEN DRAUF- ODER WIE BEI AMRI- PENG! UND DAS HAT SICH ERLEDIGT- DAZU MUSS EINE ORDNUNGSKRAFT FÄHIG SEIN http://
n	RICHTIG- ICH HABE ZWEI JAHRE IN EINEM ARABISCHEN LAND GELEBT- SIE VERACHTEN UNS EUROPÄER UND SIE VERACHTEN DIE JUDEN UND DIE CHRISTEN- ES SIND VOM NEID ZERFRESSENE MENSCHEN- WEIL SIE SELBST NICHTS SCHAFFEN http://
n	"RT @Joerg_Meuthen: Meine Diskussion mit MdEP @name :
Sehen Sie selbst, wie wenig die ""Grünen"" zu antworten wissen, wenn man ihnen konkrete Fragen stellt - bspw., wie unser Land bitteschön 60 Mio. potentieller illegaler Armutsmigranten aus Afrika aufnehmen soll!
#AfD.
http://"
n	"RT @name: ""... Die Polizeigewerkschaften sprachen von einer Gefahr durch „linksextremistische Terroristen“...""

Zeit, die #Antifa (wie bereits in manchen US-Staaten geschehen) als Terrorgruppe einzustufen.

#AfD
#G20 #NoG20 #Hamburg

#BündnisNeukölln #Berlin #Neukölln
#bvvnk http://"
n	"RT @name: ""Deutsche Winterhilfe"" in Berlin fortgesetzt http://"
n	"RT @name: ""Die Europäische Menschenrechtskonvention ist nicht dazu geeignet, die Völkerwanderungsproblematik in den Griff zu kriegen."" Kickl, design. Innenminister http://"
n	"RT @name: ""Es bricht der Wolf, o Deutschland, in deine Herden ein, und deine Hirten streiten um eine Handvoll Wolle sich."" (Heinrich von Kleist)
afd #Volkstrauertag"
n	"RT @name: ""FriedensEngel"" der #AntiFa... http://"
n	"RT @name: ""Habe Bombe im Rucksack"" - Weihnachtsmarkt wurde großflächig abgesperrt http:// via @name"
n	"RT @name: ""Ich möchte Frau Merkel sagen, dass sie das Blut meines Sohnes an ihren Händen hat“
http://"
n	"RT @name: ""Links"" kommt mir zunehmend link vor, sehr link sogar!

http://"
n	"RT @name: ""Schießerei"" und ""Rangelei"" sind die neuen Begriffe für Attentat und Angriff."
n	"RT @name: ""SOKO Schwarzer Block""-Öffentlichkeitsfahndung unterstützen!👮‍♂️👮‍♀️ Die Fahndung selbst ist keine Lizenz zum Rechtsbruch/gesetzeswidrig, sondern die linksextremen Täter sind die Rechtsbrecher!😠 #Linksextremismus #Linksextremisten #Linksextreme #G20 http://"
n	"RT @name: ""Tierfutter statt Böller!"" Große Verteilung in Angermünde http://"
n	"RT @name: ""Volk"" und ""Völker"" werden immer mehr zu schmutzigen Worten... http://"
n	"RT @name: ""Während die Bundesregierung bis heute behauptet, BND und BfV hätten im Fall Amri keine eigene operative Rolle gehabt, liegen der WELT AM SONNTAG Behörden-Mails und Akten vor, die eine stärkere Rolle der deutschen Nachrichtendienste belegen.""
http://"
n	RT @name: #Asyl #Flüchtlinge: Du glückliches #Österreich! http://
n	RT @name: #Asylgeschäft für die #Betonindustrie http://
n	RT @name: #Berlin-Friedrichshain: Ein 56-Jähriger ist in einer Bar in den Hals gestochen und schwer verletzt worden. Einzelheiten sowie Täterherkunft des Angreifers fehlen. http://
n	"RT @name: #Chemnitz: Straßenräuber mit südländisch/arabischem Aussehen halten einen Nachtschwärmer fest, drohen ihm mit einem #Messer, schlagen zu und berauben ihn
http://"
n	"RT @name: #DieGrünen-Baustadtrat #Schmidt besucht Veranstaltung
„Das Rote #Berlin – Strategien für eine sozialistische Stadt“ der ""Interventionistischen Linke"", die vom Verfassungsschutz beobachtet wird....läuft
http://"
n	RT @name: #Einzelfall: Schwer bewaffnetes Syrer-Trio sticht Mann zwischen Weihnachtsbuden nieder http://
n	"RT @name: #Essen: Südländer und Komplizen verfolgen einen 16-jährigen Jugendlichen, umzingeln ihn und schlagen auf ihn ein, anschließend türmen sie mit 5 Euro
http://"
n	RT @name: #failedStateNRW geographisch so fern von Berlin, vom Zustand so nah. http://
n	RT @name: #G20 sagt mal @name @name schlaft Ihr in eurem Ministerium? @polizei @polizei Schaltet endlich die Seite ab! http:// @AfD @name @name @news #hartaberfair #Polizeipranger Aufruf zur Gewalt gegen #Polizeibeamte @news
n	RT @name: #G20HAM17  bis heute haben die #Linken Verbrecher sich sicher gefühlt! http://
n	"RT @name: #Hamburg: Polizeibekannter #Albaner und Komplize machen sich am frühen Abend an der Terrassentür eines Hauses zu schaffen, durch die verdächtigen Geräusche wird der Bewohner auf sie aufmerksam und ruft die Polizei
http://"
n	"RT @name: #hartaberfair
Warum sitzt wieder mal eine taz-vertretung in der Runde? Deren Auflage liegt bei 50.000 und sinkt. Ladet doch mal einen von der Jungen Freiheit ein."
n	RT @name: #hartaberfair Die Wahlprognosen sind heute genau so falsch wie kurz vor der #btw17, als die CDU bei 36% und die AfD bei 7-9% standen.
n	RT @name: #hartaberfair Vielleicht ist keine  Regierung besser als eine schlechte ❗️
n	RT @name: #HCStrache von Österreich's Bundespräsident #VanDerBellen in #Wien vereidigt. Für euer #Österreich und für ganz #Europa - liebe Freunde von der #FPÖ, macht etwas aus dieser Chance! http://
n	"RT @name: #Italien zeigt wies geht: Polizisten gehen konsequent gegen linksterroristische Gewalttäter vor. #Respekt - SoMussDas
#LinkerTerror #ItalienIstNichtDeutschland http://"
n	"RT @name: #Jahresrückblick2017 - August

#Leipzig: Libyscher Intensivtäter sticht mit einem Messer mehrmals auf eine Passantin am Hauptbahnhof ein und verletzt sie schwer - der Grund: Ihn hatte ihre sommerliche Kleidung gestört
http://"
n	RT @name: #Jena: Nein, das ist nicht der Weihnachtsmann. Dieser linksextreme Verbrecher Pfarrer Lothar König fuhr 2016 mit Lautsprecherwagen beinahe einen Beamten um. Er weist Vorwürfe zurück. (König? Hat der irgendwas mit der linksextremen Katharina König zu tun)? http://
n	RT @name: #Kassel: Dunkelhäutig- gebrochen-Deutsch- sprechender Täter verfolgt, vergewaltigt verletzt eine eine 23-Jährige mit einem Messer und ist nun auf der Flucht. Fahndung mit Personenbeschreibung: http://
n	RT @name: #Kassel: Gebrochen Deutsch sprechender  Vergewaltiger mit wulstigen Lippen auf der Flucht - Frau (23) vergewaltigt und mit Messer verletzt http://
n	"RT @name: #Linksextreme eskalieren wieder, wollen Privatadressen von #Polizisten rausfinden & machen Polizei für G20-Gewalt verantwortlich. Dreister geht`s nicht! Solidarität mit unseren Polizisten!
http://"
n	"RT @name: #Mannheim: Vermummter bedroht mit einem Kumpan eine Verkäuferin mit einer #Schusswaffe, fordert mit ausländischem Akzent die Einnahmen - drückt ab, als sie nicht gleich reagiert, vermutlich die selben Täter überfallen kurz darauf einen zweiten Laden
http://"
n	"RT @name: #Merkel trifft sich erstmals (nach einem Jahr!) mit Anschlagsopfern. Treffen ist ihr ""sehr wichtig"" ...

Wer soll ihr diese Verlogenheit abnehmen? So dumm ist selbst kein #Gutmensch!

#Breitscheidplatz
#Merkelstote
#Terror http://"
n	RT @name: #Münchner (36) wird in der U-Bahnlinie U-2 von Schwarzafrikaner-Duo auf englisch nach einer Zigarette gefragt, und hat plötzlich ein Messer am Hals, nebst Forderung der Herausgabe seiner Wertsachen. Täter-Duo ist flüchtig. http://
n	"RT @name: #Nürnberg: Mann mit arabischem oder südländischem Aussehen reißt nachts unvermittelt eine Frau zu Boden und schlägt sie, lässt erst nach massiver Gegenwehr von seinem Opfer ab - sie erleidet einen Schock
http://"
n	RT @name: #Ohne Worte. Das Bild einer normalen Familie wie wir sie jahrelang schon kennen und aus der vermutlich auch Amadeu-Antonio-Stiftung- Individuen entstanden (wobei...) prägt neuerdings angeblich den Rechtsextremismus. „Zu Deutsch“ Da fällt einem nichts mehr ein. http://
n	"RT @name: #Rottweil: Zwei schlecht Deutsch sprechende #Jugendliche rempeln einen Senioren an, sprühen ihm ein Spray ins Gesicht und versuchen an seine Jackentasche zu kommen
http://"
n	RT @name: #Schulz offenbart den scheindemokratischen Charakter der #SPD -> Regierungsbildung und Demokratie wird nur akzeptiert sofern es in seinem antideutschen und antieuropäische Sinne ist. Glückwunsch nach #Österreich 🙂#ÖVP #FPÖ http:// http://
n	"RT @name: #Staatsfunk und #Leitmedien berichten mehr über die Freilassung einer linken Journalistin in der #Türkei, als über die neue Staatsführung #Österreichs.
Mehr muss man über die #BRD nicht wissen!"
n	"RT @name: #Syrer stechen Mann auf #Weihnachtsmarkt nieder. Die Bluttat ereignete sich am Samstag auf dem Saarbrücker St. Johanner Markt, in einem Deutschland, in dem wir gut und gerne leben. #Saarbruecken #MerkelMussWeg #wochevorweihnachten

http://"
n	RT @name: #Tagesthemen #AfD #Merkel #GEZ  Auf BRD angewandt: man muss mit Plakat Merkel/Linke(mit Gewehr) oder Merkel/Dschihadist     kontern. http://
n	"RT @name: #tatort

Allein das es ""Nazis"" gibt.

Nazis gibt es nicht mehr. Das ist eine linke polit-blasphemische Projektion.

Überlegt einmal was das für Propaganda ist, die hier per ÖR gepumpt wird.

Auch ein kulturelles Armutszeugnis.

Abgesehen davon,das die Realität gar gegenteilig ist"
n	RT @name: #Tatort Es fehlt nur noch, dass Frau Wörner und Herr Maas  bei solchen manipulativen Tatorten selber mitspielen. Und wir Trottel müssen sowas durch die Zwangs Abgabe mitfinanzieren.
n	"RT @name: #USA legen Veto auf UN-Resolution zu #Jerusalem ein
http://"
n	"RT @name: #Wuppertal: Zur Abschiebung ausgeschriebener Flüchtling aus Ghana bestellt unter falschem Namen #Pakete, hat gleich vier gefälschte Ausweise dabei
http://"
n	RT @name: #zibspezial mit ebenso „spezial“ linken Fragen. DAS sind die Fragen, die ein Moderator als Stv. des Publikums nach einer Reg Bildung hat?!
n	RT @name: #Österreich hat seit heute eine neue #Bundesregierung! Seit Bestehen der IBÖ ist es erstmals eine #Regierung, die sich klar und deutlich zu einem positiven Patriotismus bekennt. http://  #schwarzblau #tagx #türkisblau #koalition #identitäre #identitaere http://
n	RT @name: ++++ #ISISNewsTicker +++ Heute Abend 20:00 Integrationskurs der Volkshochschule Barmbek für Ex-Terroristen. Noch Plätze frei ++++++ http://
n	"RT @name: +++Nachgereicht: Aufgrund eines technischen Problems wurde die fulminante Rede unseres #AfD-Abgeordneten Peter #Boehringer auf Youtube nicht richtig angezeigt. Deshalb jetzt unbedingt ansehen - und bei dieser Gelegenheit direkt unseren Kanal abonnieren!+++
http://"
n	"RT @name: - „Stoppt die Rechten“ ein grünfinanziertes Outingportal sperrt zu
- das rote Machtmonopol im ORF soll gebrochen werden
- die linksextrem domonierte ÖH darf ihr Geld nur mehr für neutralen Service ausgeben
Für das und vielmehr:
#dankeschwarzblau
#schwarzblau"
n	"RT @name: 12 Jahre sind mehr als genug!
#MerkelMussWeg http://"
n	"RT @name: 2 Minuten habe ich durchgehalten. Mir reicht es!
In jeder Talkshow wird über Leute gesprochen, die nicht anwesend sind und sich nicht verteidigen können.
Feige, armselig und unanständig!
#hartaberfair"
n	RT @name: 2018 wird kulturell schrecklich: das Jahr, in dem sich die Gerontokratie der 68er noch einmal schamlos selbst feiert.
n	"RT @name: 23 Jährige vergewaltigt! Täterbeschreibung:
-ca. 16 bis 20 Jahre alt
-etwa 1,65 bis 1,70 Meter groß
-dunkelhäutig, wulstige Lippen
Wie lange wollen wir noch den Kopf in Sand stecken? http://"
n	RT @name: @AfD @name Ja! 10.000 bis zum 31.12.17! 👍 Glück auf! #AfD
n	"RT @name: @Alice_Weidel @name @name @name Würden wir das Analoge für D annehmen, müßte die CDU mit der AfD eine Koalition anstreben u aushandeln.
Mit der CDU? Undenkbar!"
n	RT @name: @Alice_Weidel @name @name Deutschland könnte davon lernen, nur mit unseren verstaubten, unfähigen Altparteien-Politiker ist es nur schwer vorstellbar.
n	RT @name: @Alice_Weidel @name @name Die Lachnummer EU überlegt sich Sanktionen um das pöööse Österteich anzustrafen . Werden wir auch überleben.
p	RT @name: @Alice_Weidel @name @name Die sind schlauer als die dummen deutschen Waschlappen
n	"RT @name: @Alice_Weidel @name @name 😂🤣SUPER 👍👏
Einfach nur die passenden Worte😎😁"
n	"RT @name: @name #Macron - der lupenreine ""Europäer""
Seine und/oder #Schulz glorreiche Idee: Vereinigte Staaten von Europa❓😴"
n	"RT @name: @name (Die Linke), die kürzlich noch »allen jüdischen [..] Mitbürgerinnen und Mitbürgern ein schönes und glückliches Chanukkafest« wünschte, auf einer Demo, bei der »Kindermörder Israel« skandiert wird und Fahnen von @dieLinke geschwenkt werden.

(via @name) http://"
n	RT @name: @name @Alice_Weidel @name @name 🇩🇪Waschlappen ..... du sprichst mir aus der Seele 😉
n	RT @name: @name @name @Die_Gruenen @spdde Aus #Crystalmeth und dem Berliner Straßenstrich mit @Die_Gruenen #MdB-Beteiligung ließe sich auch ein spannender #Tatort drehen...
n	RT @name: @name @name @Die_Gruenen @spdde Einen Hohn-Bandit, der sich an etwas reibt? Oder ein Kristallkäufer, der einen osteuropäischen Strichjungen wegen Erpressung ermorden lässt? Oder ein dorfschulziger Europapopulist, der Parteivermögen veruntreut und dafür mordet? Meuchelmorde vom Kanzleramt beauftragt? Hätte was😂
n	RT @name: @name @name @name @Die_Gruenen @spdde Dass RAF-Terroristen in der DDR eine vollständig neue Existenz erhalten haben? Erfunden? Dass Christian Klar für einen Linken arbeitet? Dass es Pädophilenringe bei Grünen gab? Und einige Fälle in der SPD? Erfunden? Schwarze Koffer gab es auch nicht? Keinen Herrn Schreiber? Nein?
n	RT @name: @name @name @name @Die_Gruenen @spdde Sorry. 😉 Jurist.... Der eigentliche Skandal ist im übrigen die totale Verfilzung der #ARD mit Parteien, insbesondere der #SPD sowie auch der evangelischen Kirche, die heutzutage meines Erachtens zu einer politischen Propagandaeinheit der Linken verkommen ist.
n	RT @name: @name @name @name @name @Die_Gruenen @spdde Alles Fantasien von bösen Rechten. Die sind mittlerweile so zahlreich, man begegnet diesen bewaffneten und mordenden Horden jeden Tag
n	RT @name: @name @name @name @name @Die_Gruenen @spdde Jedenfalls ist das wohl für den Tatort zu krass 😄. Mit Realität darf man dem deutschen Zuschauer nicht kommen.
n	RT @name: @name @name @name @name @name @Die_Gruenen @spdde Alles Verschwörungstheorien! Auch haben Hitler und Stalin Polen niemals unter sich aufgeteilt. Niemals nicht. Und @name hatte niemals einen Persönlichen Referenten, der ihre Nymphomanie eindämmen musste.
n	"RT @name: @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name ""Überwachungsstaat"" - Horror, durch ein ""zufälliges Unglück"" kann man scheinbar in einem FEMA-Lager landen: http://"
n	RT @name: @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name Alle. Alle müssen wir miteinader nach Lösungen suchen, die es sicher auch gibt, wenn wir nur wollen...
n	RT @name: @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name Wie es geht, zeigt doch die ÖVP in Österreich. Kurz hat die FPÖ eingefangen und sie machen zusammen konstruktive Politik.
n	"RT @name: @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name Hoffentlich ist sein ""Pförtner"" noch funktionsfähig, wenn er in 15 Jahren aus dem Knast kommt."
n	RT @name: @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name Ich kann seit Tagen leider die Ursprungstweets nicht sehen, auf die ich antworte. Ich weiß nicht, was @name hier für 'ne Scheiße abzieht, aber seht es mir bitte nach, wenn es nicht jedes Mal ein Treffer ist, weil ich den restlichen Thread nicht sehe. Dankeschön.
n	"RT @name: @name @name @name @name Ich finds auch unterste Schublade, deswegen habe ich den Server wie gesagt verlassen.

Allerdings - wie gesagt - sind weder Sally, Dok oder Bleilo darin involviert gewesen.

Ich bin mit den drein eng befreundet und habe ihre Discordaktivität dahingehend mitbekommen."
n	RT @name: @name @name @name Der Meinung bin ich als 🇦🇹auch🙌
n	"RT @name: @name @name @name Für Deutsche schwer zu verstehen, ich weiss, aber zwischen masochistischer Unterwerfung und nationalsozialistischen Dominanzfantasien gäbe es auch noch ein paar Zwischenstufen. Nennt man in der Restwelt ""gesunder Menschenverstand""."
n	RT @name: @name @name @name Ich nenne die #Geschlechtsneutral frage mich aber wie sie ohne eigenes Geschlecht sich entleeren und sich befriedigen wenn nichts außer Fantasie da ist.
n	RT @name: @name @name @name so ist es leider und betrunken ein hakenkreuz in den schnee pinkeln,ebenfalls rechts,schweinsohr auf der moschee abgelegt,rechts, alles dinge, wo niemand zu schaden kam,uns aber als solche suggeriert wird
n	"RT @name: @name @name @news @name @name Um Hirn geht es nicht. Das sollte man ihr nicht absprechen. Es ist viel schlimmer. TROTZ Hirn haben Journalisten es aufgegeben, zu informieren oder Hintergründe zu beleuchten. Stattdessen wird im Sinne der #Kartellparteien Belehrungsjournalismus betrieben.
Daher: #GEZ abschaffen!"
n	RT @name: @name @name @news @name Der deutsche Steuerzahler
n	RT @name: @name @name @news @news @news @name @news @name Wie lange werden die Qualitätsmedien das Video wohl ignorieren? Und wie werden sie es dem Volk verkaufen, wenn der Druck erst zu groß geworden ist, um es zu verschweigen, so wie zuletzt bei den antisemitischen Demos in Berlin?
n	RT @name: @name @name Alle mal Nachdenken warum Nazipanzer.
n	RT @name: @name @name Am geilsten sind die, die erst für angebliche Flüchtlinge gebürgt haben, und nun ihrer Zahlungspflicht nicht nachkommen wollen.
n	RT @name: @name @name Bei antisemitischen Taten müsste endlich zwischen tätlichen Übergriffen und Schmierereien unterschieden werden. Bei ersterem sind Muslime überrepräsentiert
n	"RT @name: @name @name Bis jetzt größer als das ""Mahnmal"" für die Opfer in Berlin....😳😳 Eine Schande...."
n	RT @name: @name @name Das paradoxe daran ist ja, dass es Frauen an der Macht waren, die uns diesen Schlamassel eingebrockt haben.
n	RT @name: @name @name Das wüst ich auch gerne ,ich glaub da legst die Ohren an😈🇦🇹
n	"RT @name: @name @name Der brave Steuerzahler wird Tag für Tag diskriminiert, denn harte ehrliche Arbeit wird immer mehr bestraft!
Weniger Netto vom Brutto. Immer häufiger Strafen. Der Bundestag arbeitet nicht mehr zum Wohle des deutschen Volkes!
#tagdermigranten"
p	RT @name: @name @name Die Bullen in #failedCityBerlin gehören zu Hälfte islamfaschistoiden Clans an oder sind grünfaschistoide Sympathisanten 🖕
n	RT @name: @name @name Digga wie immer auf den Punkt gebracht real Gerede vom Chef
n	RT @name: @name @name Er kriegt keinen Nachtisch @name
n	RT @name: @name @name Er wird seinem Gedankengang aber keine Konsequenzen folgen lassen.
n	RT @name: @name @name Erinnert entfernt an den Islam, da soll es auch immer nicht DEN einen geben, laut all der Gutmenschen und Islamangehörigen. Die versuchen immer wieder den alten Trick...
n	RT @name: @name @name Für mich war die Wahl insgesamt zu großteilen manipuliert da das Ergebnis für die Leistung die die Altparteien CDU SPD GRÜNE erbracht haben in keinem Verhältnis zu den erhaltenen stimmen steht
n	RT @name: @name @name Genau die Richtige Entwicklung..beneidenswert😢
n	RT @name: @name @name Hast wohl a Achterl rot neben stehen?
n	"RT @name: @name @name Ich denke auch, da ist es schwierig eine Gegenüberstellung zu finden. Das fängt ja schon bei Definitionen wie Straftat an.
Liebe Frau Hoppenstedt, deshalb mein Rat: lassen Sie es. Sie werden Bauchschmerzen bekommen und sich ärgern, aber niemanden überzeugen, der das nicht will."
hs	RT @name: @name @name Moin Editha,ja man liest es und ist fassungslos!Werden wir nur noch von Selbstmordkanditaten regiert??Oder sind die Masochisten?Die sowas verzapfen gehören in den Gulag,lebenslänglich!
n	RT @name: @name @name Nein, in der Hölle und wenn ich extra für die eine schaffen muß.
n	RT @name: @name @name Sehr gute Statements von Frau Kelle in Phoenix Runde. Und wieder gegen 3-4 Relativierer und Abwiegler der Tatsachen, um welche Täter bzw Ursachen es sich handelt.
n	RT @name: @name @name Sie können sich sicher sein, dass Merkel mitdenkt. Mir kann keiner erzählen, dass eine Regierungscheffin mit 10 Jahren Amtserfahrung derartig handelt, ohne es zu beabsichtigen. Zudem sprechen die Begleitumstände Bände. Leider lässt das aufs Schlimmste schließen!
n	RT @name: @name @name Stimmt, aber die werden sich hüten, Rücksicht zu nehmen !!
n	"RT @name: @name @name War doch sicher nur ein ""Polenböller"" 🤔"
n	"RT @name: @name @name warum ist daß in der Tükei, Afghanistan und Lybien nicht möglich und ist es nicht an dieser Frau zurück in Ihre Heimat zu gehen und Ihre Landsleute zu belehren um wieviel lebenswerter eine offene, kritische vor allem selbstkritische Gesellschaft ist.. also "" back to the roots"""
n	"RT @name: @name @name wenn ein""flüchtling"" einen anderen ""flüchtling"" angreift, gilt dies als fremdenfeindliche tat,weil ja ein flüchtling angegriffen wurde,diese werden dann wem zugeordnet? ebenfalls nicht außer acht lassen sollte man,die hier in 3.generation lebend.migranten,die als deutsche gelten"
n	"RT @name: @name @name Wenn jemand schreibt, dass er jemand anders doxen will, dann sollte man die Verantwortung nicht auf den Leak schieben.
Ist scheisse, aber man sollte schon dazu stehen können, was man sagt und tut.

Vornerum ""gut""und hintenrum ""furchtbar"" ist nichts anderes als Virtue Signaling."
n	RT @name: @name @name wir helfen gerne beim Kofferpacken http://
n	"RT @name: @name @name Yep! Ich werde am 31.12. in 2.000m Höhe einen exzellenten Kaiserschmarren genießen und dazu einen, zwei oder drei Obstler genießen und auf das Wohl Österreich anstoßen!

Mit Herz und Verstand fürs Vaterland!"
n	"RT @name: @name @news @name @name Die follower halten aber gut gegen. Es gibt nicht nur Doofschafe in Deutschland.
http://
Die Dame kann nur Nanny für mündige Bürger spielen, weil sie ihr Geld auch bei Nichtgefallen bekommt. Daher muss unsere Forderung lauten: #GEZ abschaffen!"
n	RT @name: @name @news @name ist hoffentlich nur gekalkter Kuhdung ... 🤬
n	RT @name: @name @news @name Nein, ist gekalkt. Schau unten die Ränder.
n	RT @name: @name @news @name oder das AM ...
n	RT @name: @name @news 👍Ist es nicht sinnvoll, mit seinen unmittelbaren Nachbarn zu kooperieren und damit das Beste für die EU zu erreichen?!☺️Das müsste halt Frau Merkel auch begreifen....😑
n	RT @name: @name Als Kind bin ich Sylvester immer mit unserem Hund unter der Eckbank gelegen und habe ihm die Ohren zugehalten.
n	RT @name: @name Das klingt ein bisschen negativ was du hier über den neuen Messias sagst.
n	RT @name: @name Das schien doch recht offensichtlich.
n	"RT @name: @name Das wäre es ja!
Von nix Ahnung und das mit Gender-Studies topen
Politisch korrekter geht es dann nicht mehr
Totale Gender-Integration"
n	RT @name: @name Definitiv! Er wurde nicht durch die Mehrheit der Franzosen gewählt. Es ging nur darum LePen zu verhindern.
n	RT @name: @name Dieses Muster wird bei uns auch Anwendung finden, vielleicht mit Guttenberg
n	RT @name: @name Du bist der schlauste Mensch du hast drittes Auge und Erkenntnis über alles!!!
n	RT @name: @name Er ist der verlängerte Arm von Rothschild und damit der Bilderberger  !
n	RT @name: @name Ertragen Sie es mit Würde Herr Fußi, dass Sie zu den Losern gehören. Erniedrigen Sie sich nicht selbst mit disen Ultratief-Niveau-Sprüchen.
n	RT @name: @name Farbig ist auch Quatsch. Farbig ist vielleicht der Lebensgefährte der Studienrätin, der nach der Arbeit, schwarz auf die Kralle, noch ein paar Wohnungen streicht (Zitat: Harald Schmidt).
n	RT @name: @name Für ihre politisch schöne und klare „Haltung“ wird Frau #Mikich wohl bei nächster Gelegenheit einen dieser Speichelle.. äh.. Journalistenpreise bekommen.
n	RT @name: @name Für mich ist diese Partei die unwählbarste geworden: #GebremsteKommunikation über Einbruch und Gewalt in der Nachbarschaft, landesweite Empörung, Sondersendungen und Talkshows wegen Heftpflaster am Hals eines Bürgermeisters aus #Altena: Obrigkeitsstaatliche Opferhierarchien
n	RT @name: @name Genau so ist es! Sonst hätte sie wohl gewonnen!
n	RT @name: @name Genau so ist es. Sie wird als nationale Schande in die Deutsche Geschichte eingehen
n	"RT @name: @name Haben Sie sich den Sch.... echt angetan??
😂 😂

#Tatort"
n	RT @name: @name Hat Merkel im Prinzip also zwei Politschranzen, die sie vorschicken kann. Es ist unglaublich, welche Trümpfe die noch im Ärmel hat!
n	RT @name: @name hier alle Fahndungen.  http://
n	RT @name: @name Hochkommissar Zeid Ra'ad al-Hussein ... ja ne is klar 😂😂😂
n	RT @name: @name http:// und „Die hübscheste Frage bei der Präsentation stellte der Korrespondent der Frankfurter Allgemeinen: Welche Bedeutung die Wahl des Präsentationsortes am Kahlenberg habe. http://
n	RT @name: @name Ich esse Geflügel-Frühkassee am liebsten abends.
n	RT @name: @name Ich muss nicht drohen und ich verleihe auch nichts Nachdruck. Aber du entwickelst langsam Fanboy Qualitäten. Soll ich Dir eine Autogramm Karte schicken?
n	RT @name: @name Immer diese Dementis
n	RT @name: @name Immerhin wird Frau @name als Namensgeberin für das soziologische Armlängenabstandsmaß mit wissenschaftlichen Größen wie Gallileo, Newton, Kopernikus, Kepler und Einstein in einem Atemzug genannt werden.
n	RT @name: @name Integration bedeutet immer das Verlangen der Aufgabe der eigenen Kultur anderer.
n	RT @name: @name Ja bitte! Mit diesem Bild, geht das? http://
n	RT @name: @name ja das müßen sie!. app.. wer ist wir? bevor Ihr / Sie aus der Haut fahren und den Verfassungsschutz um Hilfe bitten.. Bitte laßen Sie das hier tief einwirken.. http:// .. in diesem Sinne mit der höchstmöglichen Verachtung für Ihre Scheinheiligkeit und Verlogenheit
