label	text
n	Jetzt müssen wir halt noch mehr Überstunden schieben.
n	für alles mögliche ist geld da aber für tierheime oder ein heim für obdachlose nicht... es gäbe genug bedürftige in diesem land die auch hilfe benötigen
n	Ja ist ja nicht schlimm
	Wir haben es ja....
n	Warum deutsch lernen? Da mein Quartier, sind doch nicht farbenblind.
n	Na schauen wir mal was wird
n	Neukölln! Straßengangs rotten sich zusammen und überfallen einen Laden http://www.berliner-zeitung.de/panorama/angriff-in-berlin-30-kinder-und-jugendliche-greifen-laden-und-besitzer-an,10808334,33690602.html
n	Gar nix kommt dabei raus!!! Der gute Professor Schachtschneider hat schon zig Verfassungsbeschwerden eingereicht in seiner beruflichen Laufbahn, auch im Auftrag eines Politikers namens Gauweiler, dass meiste davon ist im Sande verlaufen und wurde so gut wie nie vom Bundesverfassungsgericht zugelassen. Nix kommt dabei raus, absolut null die Nase lol lol lol
n	Und da dem Professor rechte Tendenzen nachgesagt werden ist es von Beginn an schon zum Scheitern verurteilt.
n	ich hoffe es funktioniert, dass merkel und co einen dämpfer bekommen
n	So viel zu seinen Verfassungsbeschwerden.....Ergebnis nahezu Null.
n	Und so viel zu seiner politischen Aktivität. Glückwunsch :-)
n	er hat vollkommen recht  (aber ich wette, frau merkel sch..... drauf)
n	Weiter so!!Dran bleiben. Ich hoffe nur daß das ganze wieder im Sande verläuft oder von unserer PolitischenElite erdrückt wird.
n	Wenigstens  einer der sich traut.
n	Die schutzbedürftigen Frauen und Kinder kann man ja an einer Hand abzählen :O
n	deutschland ist  ein arabisch türkisches Land.Thilo sarrazin hatte RECHT.
n	Und alle gehen als Mönche an Fasching
n	Alle 11 Minuten verliebt sich ein Flüchtling. #parship
n	Ich kann garnicht soviel Essen wie ich Kotzen könnte bei diesem Anblick .
n	Alles Ausnahmefälle.....
n	asysship-com     neu Agentur oder???
n	Huch,sehe nur Schwarzfahrer
n	Der Ärzte- und Fachkräftemangel ist jetzt erledigt ! Danke Mama
n	39e77c977585aa43 alles gut ausgebildete Frauen und nicht aggressive Männer gell ?
n	Uie !!!! Ich sehe zwei Kinder und eine Frau !!!!! Ist ja unglaublich.....!!!
n	der totale Besch.....
n	da sind ganz ganz ganz klar 40-50% frauen und kinder zu sehen! also wer das nicht sieht , der ist ein nazi und intolerant! *ironieoff*
n	Das Bild mag zum Kotzen sein...Ihr aber auch!
n	d880f9fb4bd05aee hahaha
n	Das sieht so aus,als hätte Merkel über Facebook zur großen Party eingeladen.
n	Gerade dann richtig angucken und wenn sie dresche haben wolln können sie sie gern bekommen..
p	Die sehen auch schon alle so nach Fachkraft aus.  Fachkräfte in den Bereichen sexuelle Nötigung und Diebstahl
n	Alles facharbeiter Ärtzte  Dipl Inc  Bundeskanzler Usw  Danke Danke
n	Wer findet das Kind und die Frau auf dem Bild?
n	Merkels Parship Agentur  hat uns ja wirklich das beste gebracht, was der Markt an Nichtsnutzen bietet.?
n	Immerhin  hab ich 2 Kinder gezählt...
n	Hahahahha
n	Schmarotzertreffen!
n	Packship oder wie heißt die Kontaktseite ?
n	Es ist in diesem Land vor lauter Facharbeitern und Bereicherern nicht mehr zum aushalten!
n	60efcd7268ce44ea es ist unglaublich, dass jeder - wirklich jeder - menschenverachtende Beitrag auf meiner FB-Timeline von dir geliked oder geteilt wurde! Ob das nun Beiträge von einschlägigen Nazi-Seiten, Anonymous-Fakes (nein, die wirklichen Anonymous-Mitglieder setzen sich FÜR Freiheit, nicht GEGEN Menschenrechte ein!) oder Verschwörungstheorien sind! Spiel mal wieder mehr Handball und versuche, dich mal vernünftig zu informieren, als bescheuerte und ideologische Inhalte zu verbreiten...
n	Sind wohl auch viele Zuchtbullen dabei :-)
n	Altparteien nicht Wählen!
n	Turkei toten friedliche kurdische Zivilisten nur weil sie mit bazooka und russische Snipersjaka auf scheise turkisch Soldaten schiessen. Bitte Spende an friedliche demokratische Hotline RPG TV. Wir nix ham mit Terror zu tuuuun. Biji Biji Kurdistan. Bald Deutschland auch Kurdistan.
n	Na wenn das unsere Rentensicherung sein soll, viel Spaß
n	Keiner weiß wo die herkommen die Frauen und die 3-4 Kinder aus Syrien vielleicht noch 2-3 Väter der Rest ist Marokko,Iran ,Irak,und alles was sonst noch seinen perso gegesssen zerrissen oder sonst was damit gemacht hat??
n	Darf ich lachen?
n	Och nee,da bleib ich lieber Single!
n	Humor ist wenn man trotzdem lacht :-)
n	ein Königreich für Opas MG 42 !!!!!
n	Also die Bilder bei ZDF und ARD , das machen die Besser.  Da sieht man fast bei jedem Bericht 2 bis 3 Frauen dazu mindestens 1 Kind. Ich glaube manchmal das sind immer die gleichen, nur aus anderem Blickwinkel
n	Einmal eine Zugticket nach Ungarn und gut ist die Ungarn freuen sich ungemein.
n	Frage mich gerade, wer denn hier von den Hatern ein Akademiker mit Niveau ist??? ;-)
n	Alle elf Minuten kommt ein besetzter in unserem Land.
n	Es sind doch Singles mit Niveau. Man weiss nie, wo sie sind
n	Wie jeder mittlerweile weiß ist das was unser Land möchte ,die schönste Nebensache der Welt. Erst mal müssen die Steuergelder ganz verbraten werden.Die Menschen hier sind alle Unsichtbar für die Politik geworden.Es zählen nur noch Migranten,Asylanten, das die meisten dieses Land nur als Sozialschmarotzer besuchen und bedingungslos unsere Steuergelder verbraten ,läßt die Regierung einfach kalt.Wir dürfen dann ja wieder buckeln um es auszugleichen .Mal schön ran an die Arbeit ihr Deutschen ,M ist noch nicht durch mit dem Plan die halbe Welt mit unseren Steuern zu finanzieren,aber wo bleiben wir wenn Milliarden die wir erarbeitet haben verplempert werden. Hallo Deutschland Arme hoch und weiter buckeln damit M Außenpolitisch glänzen kann.
n	"Ich ""boatshippe"" jetzt..."
n	Es ist  die Vorbereitung auf den Krieg - und manche heißen die Eroberer auch noch willkommen!  Und wer sich Sorgen um unser Land macht, wird als Idiot hingestellt.
n	Akadämlich
n	Ist doch ein schönes Foto aus Anatolien. Sogar der Bahnhof erinnert ein wenig an Deutschland.
n	Artikel 200 GG : (4) Gegen jeden, der es unternimmt, diese Ordnung zu beseitigen, haben alle Deutschen das Recht zum Widerstand, wenn andere Abhilfe nicht möglich ist.
n	"3a8b77722357471a Du begibst dich ja in ziemlich dunkle und hässliche Ecken des Internets. Der Name der Seite, das Bild und die Inhalte die hier gepostet werden sind nah an der Grenze und oft auch weit entfernt von dem, was wir gemeinsam in der Schule gelernt haben. Die Seiten, die die Seite liked ,Burschenschaften, AfD, ""Ich bin Patriot und kein Nazi (Titelbild ""Wir sind das Volk"")  und die Kommentare die sie zu Zeitungsartikeln postet lenkt in eine, wie ich finde, sehr gefährliche, rechte Richtung. Ich habe schon länger gesehen, dass du öfter was von dieser Seite likest und eigentlich sollte mir das egal sein. Aber ich dachte, vielleicht denkst du nicht genügend darüber nach, weil das möglicherweise niemand in deinem Umfeld tut. Gerüchte über eine bestimmte Menschengruppe, Kategorisierung und Vorurteile. Anders verpackt, aber genau so wie vor ca 90 Jahren verwendet. Du postet nichts aber das ""liken"" verbreitet diese Inhalte und ist so, als würdest du nickend daneben stehen. Wir kennen uns nicht so gut. Deswegen kann dir meine Meinung egal sein, denn du darfst ja denken was du willst. Aber man kann es ja wenigstens versuchen statt sich das nur im Stillen anzusehen. Mit einer DIskussion über diesen Post fange ich gar nicht erst an, denn wie wir alle wissen, führt das in solchen Kreisen zu nichts."
n	82e790d1362eedbf es regt mich total auf, dass du immer wieder diese rechtsradikale Seite likst auf der menschenverachtende, dumme Sprüche publiziert werden. Denk bitte darüber nach und lass es. Sonst werde ich mich gerne von dir trennen.
n	? *Rechts*-Radikal!
n	ich glaube eher das sie so erschrocken sind wie sie von den 12 % für AfD gehört haben das sie da alles vergessen haben was im GG steht :-D
n	Deshalb kann man den Post von Felix Baumgartner übernehmen. Ein Land in dem das Angeln ohne Schein eine Straftat ist aber das illegale Einreisen nicht wird von Idioten regiert.
p	Macht und Einfluß haben nur noch verblendete, realitätsverweigernde, einseitige, naive, klugscheißerische,hirngewaschene, gleichgeschaltete besserwisserische, bildungsferne, beratungsresistente, überhebliche, aufgeblasene, und was weiß ich noch alles gut und Bessermenschen. Sie leben realitätsverweigernd in ihrem abgehobenen, mit einem Wolkenkuckucksheim gekrönten Elfenbeinturm.Dort sitzen sie auf ihrem goldenen Thron der gutmenschlichen Erhabenheit.Und von dort oben beliebt es ihnen, in ihrer Verblendung und Überheblichkeit,das gemeine Volk mit seinen berechtigten Ängsten und Sorgen,mit Hohn, Spott und Verachtung zu überschütten.Aber bald wird der Tag kommen an dem das Volk aufsteht und sie aus ihren Sphärischen Gehäusen reißt ,um sie mit dem Gesicht in den Schmutz der Realität zu stoßen.
n	Wir werden doch nur noch von einer Bande von Volksverrätern , Lobbyisten,Gutmenschen,Bankstern und Wirtschaftskriminellen beherrscht,die uns belügen,betrügen,bestehlen,verraten und verkaufen.
n	Wie wärs mit ner neuen Seite, Freunde? So ganz ohne Medien ist doch irgendwie witzlos
n	die Frau sollte Merkel ersetzen dann würde hier in dem Saustall ratzfatz ein anderer Wind wehen ... Wenn sie mehr zu sagen hätte dann wär es wohl garnicht erst soo weit gekommen und es gäbe diese Probleme nicht mit denen wir uns jetzt rumplagen müssen .... aber nein es werden jetzt Millionen und Milliarden für die Lösung ausgegeben für Probleme die es eigentlich garnicht geben dürfte hätte die Regierung mal mit offenen Augen gehandelt... ich sag nur Asylspritsteuer ... da kannste mal sehen wie fertig die in der Birne sind (jeder halbwegs intelligente Politiker hätte dem Kind ein anderen Namen gegeben aber doch  nicht dem deutschen Steuerzahler ne Spritsteuer erhöht)  haha
n	Lieber verdächtig radikal sein als volksverrat... Aber hey kopf hoch wir schaffen das ja ;)
n	Das wär a gute Verteidigungsministerin. ?
n	""" Der Gott der Eisen wachsen ließ, der wollte keine Knechte, drum gab er Säbel, Schwert und Spieß dem Mann in seine Rechte. Drum gab er ihm den kühnen Mut den Zorn der FREIEN REDE........ so und nicht anders. Ich habe ein Recht darauf stolz zu sein und mich auf unser Recht zu berufen und weigere mich mit gesenktem Haupt rechtlos und entmündigt alles kommentarlos hinzunehmen! Ich bin kein Nazi aber ich habe den Anspruch meine Werte, mit denen ich erzogen wurde, zu verteidigen....... so wie es der Engländer, der Franzose, der Schwede und jede  zivilisierte Nation es tut."
n	Und der sich als Gutmensch gibt, wird wahrscheinlich die SPD wählen.
	lol
n	Die AfD geht gar nicht!
n	Und die AfD bekommt noch mehr Stimmen !Also liebe Politiker zieht euch warm an !!!!
n	Wählt keine Altparteien- ganz Einfach!!
n	alles eine Sache der Definition! Die jederzeit zu Gunsten der jeweiligen Regierung geändert wird.
n	Und wenn man alle Gesetze bricht, dann darf man Deutschland regieren. ????????
n	Alle die nicht CDU/SPD/Grüne/FDP oder Linke wählen passen nicht ins Konzept und werden als Rechte abgestempelt! Dann bin ich ich jetzt auch ein Rechter! Dann haben wir ja Millionen Rechter in Deutschland! Wer kann sollte mal die Stimmenauszählung überwachen!
n	Absourdistan!!!
n	Wie früher im Osten, ein wort gegen ,warst du weg vom Fleck. Und heute, ich stell fest die Vergangenheit hat und eingeholt.
n	Das über wachen der Auszählung über nehmen die selber
n	Nur 10-15 Minuten Verspätungen. Müssen Dilettanten gewesen sein, die den Brandsatz legten. Da schafft sogar die Bahn größere Verspätungen. 3:)
n	Jetzt bin ich mal auf die Reaktion der Lügenpresse gespannt, die werden sich bestimmt überschlagen ! Gähn !
n	Linksextreme Gewalt? Noch nie davon gehört. Ist garantiert von Rechten Populisten erfunden.
n	Kann nicht sein. Die Bedrohung kommt nämlich von rechts!
n	Das macht Angst....
	 e6de71984398f9a0
n	Wie in Dresden , Montags 11 Autos abgefackelt , Dienstag ein Kommentar das es von Antifanten sein muß , und das wars . Wäre dies aus einem anderen Spektrum gekommen , könnte man sicherlich heute noch davon lesen . Siehe AfD - Aussage über Schußwaffengebrauch , was legitim ist und bis jetzt Tagelang von den Bütteln ausgeschlachtet wird
n	An einer Autobahn nåhe Dortmund glaube ich wurden auch 2 Brandsätze gefunden.. was geht hier vor ? Vielleicht doch Terroristen was sie dieses mal den Linken in die Schuhe schieben ? Oder die arbeiten zusammen...
n	Antifa ? soooo sinnlos und hängen geblieben die aktionen......
n	Komisch, seit Bekanntwerden diese Beitrags ist nichts in den Nachrichten zu hören, kein ARD, ZDF, RTL (da sowieso nicht die sind mit derVolksverdummung lets Dance beschäftigt) keiner erwähnt diesen Bericht. Aber fas sind doch die vom Staat bezahlten Vollzeit Demonstranten. Irgendwie komisch?
n	Lieber Nazipartriot, wenn schon so akribsch, wie wäre es denn dann mit einer Auflistung von allen linken, rechten Anschlägen ?
n	Na das muss ja nun nicht sein! Was können unbeteiligte unschuldige Bürger dafür? Wenn das man überhaupt stimmt!
n	Aber die AFD muss vom Verfassungsschutz beobachtet werden?!?!?!? Ich lach mich kaputt! Lieber mal die Linke Fraktion etwas beobachten würde ich sagen.... Alles nur noch Kabarett !!!!
n	Die Sozis verteilen mal wieder großzügig Steuergelder!
n	hoffentlich bleiben diesen Hoteliers die Gäste für immer aus
n	Mal ehrlich: Ist irgendwer überrascht, das abartige Summen aus der Staatskasse gezahlt werden? -_-'
n	Totale Geldverschwendung.
n	Ich könnte nicht so viel Fressen wie ich kotzen könnte.... ?
n	Hoffe, dass dies ein schlechter Scherz ist!  Unsere alten Menschen werden wegen Personalmangel nicht genügend gepflegt, aber das Geld dürfen sie schön abliefern.
	Ganz zu Schweigen, von allen, welchen bis Ende Monat nichts mehr bleibt.
	Und unsere Jüngsten, dürfen dann den Salat ausbaden, falls sie bis dann noch was zu Sagen haben.
	Die echten Flüchtlinge sitzen wohl immer noch in Syrien fest.
hs	macht dem zyonistischen geschmeiß ein ende!
n	Tja so bereichert sich der Geldadel am leid der Schwächsten und die Politiker machen das mit weil sie damit ihrer Klientel dienen und nicht dem Volke!
	
	Aber hey die Flüchtlinge sind das Problem nicht diese Raffgierigen Geldgeier die jede Möglichkeit nutzen ihr ohnehin schon hohes Vermögen zu mehren!
n	:(
n	Wofür würdet ihr ein bisschen Sozi-Kohle ausgeben? Ich finde man sollte extra Heime für Transexuelles colored CIS-Gender bauen. Also das ist ja wohl das mindeste!
n	in welches Land kann ich flüchten? Ich will auch in einem Hotel wohnen
n	sind die denn von allen guten Geistern verlassen ?
n	Die denken  an alle ....nur ans eigene  Volk nicht....?
n	Wir müssen uns organisieren und auf die Straße gehen. Bzw versuchen mit einer Bundesweiten Massendemonstration das Land mal komplett lahm zu legen. Eine zweite Idee wäre einen Bankenrun auszulösen und somit das Banksystem durch Massenabhebung lahm zu legen.
p	Rentner die hier was geleistet haben müssen flaschen sammeln oder einen 400€ job machen damit sie ihre heizkosten bezahlen können! Es fallen schon seid jahren schulstunden für unsere kinder aus und es leben genug an der armutsgrenze, obwohl sie unsere wahre zukunft sind! Obdachlose erfrieren jedes jahr auf unseren strassen! Unser rechtssystem wird nicht mehr durchgesetzt wurde jahre an der polizei gesparrt! Alles garkein problem wurde und wird noch ignoriert aber wenn millionen von invasoren unser land betreten zack zack alles kein problem! Wohnungsbau kommt tausende von lehrer werden eingestellt niemand von den FREMDEN muss auf der strasse leben! Gesetze werden halt ausgesetzt wenn keiner da ist um diese zuverfolgen! Unsere bundesregierung ist der wahre fremdenhasser! Fremdenhass gegen deutsche gegen die hier lebende bevölkerung die schön brav arbeiten geht und steuern zahlt! Herzlichen glückwunsch an alle singenden klatschenden tanzenden teddybären werfer die weiter diese politik unterstützen und uns den UNTERGANG bringen!
n	Die 600000 Abgelehnten erstmal rausschmeissen, dann hat sich das Anmieten von Hotels erledigt!
n	Hoffentlich wissen jetzt alle was sie zu wählen haben ....
n	Ich kann sowas nicht mehr lesen, sonst bekomme ich einen Herzinfarkt!
n	...ich fall echt vom Glauben ab!
n	Einzigste Möglichkeit vorerst , die aktuelle Regierung zu treffen, sind die Landtagswahlen am 13 März.
n	hau raus die kohle endlich sind in berlin wieder alle betten belegt
n	und jährliche Kosten für Komplettrenovierung !
hs	man sollte diese Fratzen schlachten...
n	Wenn das Theater nicht schnell zum Sturz gebracht wird ....... sehe ich nur noch schwarz und Burkas. .... ?
n	Das ist gut für den Tourismus.
p	wenn der artikel so stimmt! dann fehlt nur noch, das die muslemischen männer nutten bezahlt bekommen!!!!
n	Dafür werden ja auch Schulen geschlossen (Einsturzgefährdet, Hellersdorf), Straßen und Brücken gesperrt (Verkehrssicherheit nicht mehr gegeben), Bürgerämter geschlossen usw.
n	Berlin hat doch den Länder-Finanz-Ausgleich, da kann man sich doch ein Stück mehr gerne leisten!
n	Ich weiß nicht. .wie ich die nächsten sechs Wochen alles bewerkstelligen soll..Mit Gips u alleinerziehend..habe alle Behörden schon antelefoniert. ..no Chance. .als Flüchtling würde ich mit Taxi auf Staatskosten zum Termin gefahren werden. .als Deutsche bekomme ich nur ..gute Besserung. .wie es aber alles gehen soll. .interessiert niemand. ..ich könnte gerade schreien. .vor Wut u machtlosigkeit. ..u  vor Verzweiflung
n	Sollen doch bitte das Recht auf Schutz der Bürger in Deutschland, die Grenzen dicht zu machen!  Merkel ist nicht mehr tragbar !
n	Nun, wer nachweislich eine Villa zuhause hatte, warum nicht. Wer aber ohne Papiere hier ankommt, der sollte billiger übernachten. Notfalls auch in einer Scheune. Hört sich zunächst hart an, aber wenn ein Flüchtling ein Foto von dieser Behausung nach hause schickt, können wir damit nicht den Flüchtlingsstrom aufhalten. Wie Lotar D. bereits kürzlich in Afganistan gesagt hat.
n	Wenn die dann irgendwann mal raus sind dann bekommt er sogar eine Renovierung von Staat. .....
n	Na Berlin hat es doch,  dolange Bayern den Länderfinanzausgleich finanziert. ;)
n	na super - da gehen unsere Steuergroschen weg ...
n	Die Einen geben (Bürger), die Anderen nehmen (Unternehmen) ...
n	Ja und war zahlt diese Miete ?
n	Habe von der SPD Bundestagsfraktion über Facebook eine gelbe fast ins rote gehende Karte bekommen weil ich CDU,SPD und Grüne als Verbrecher bezeichnet habe.....dabei haben mir Eltern beigebracht immer ehrlich zu sein......nun bin ich völlig verunsichert....wer schickt mir Kuchen wenn ich in den Knast komme?
n	Im Reichstag und Palast, ist doch mehr als genug Platz!!!
n	Steuergelder
n	Das steht doch alles längst in keinem Verhältnis mehr...
n	Is doch ein Gutes Konjunkturprogramm ?
n	Hoffentlich zerstören sie auch das ganze Hotel und schmeißen ihren ganzen Müll in den Hotelpark wie sie es in unserem Haus machen. Warum Quartieren wir sie nicht ins Schloß  Belveau das ist noch teurer!!
n	Wer hat denen eigentlich den Schlüssel zum Safe gegeben?? Für Deutsche war die Tür zugemauert??!!!
n	Wer die Merkel Gang wählt gehört in's Gefängnis ???
n	Nachher kann man die Hotels abreissen wegen verwûstung
n	Unglaublich! Die Stadt ist verschuldet bis zum Sankt Nimmerleinstag und jetzt sollen 10000 Flüchtlinge für über eine halbe Milliarde Euro in Hotels einquartiert werden? So geht Urlaub heute!
	Lieber für einen Bruchteil nen großen Zaun ums Tempelhofer Feld ziehen. Das wäre genug Platz für alle 80000. Den Rest des Geldes dann dahin wo es hingehört, nämlich in unsere Rentner und eigenen Bedürftigen.
n	Zu teuer, der Bund gibt nur 760 im Monat für Unterkunft und Verpflegung. Das gibt einen Ruf in den Orient. Kommt alle nach Berlin.
n	gleiches für obdachlose
n	Halt... halt ich mach das 1 € billiger... :-D
n	Weiter so wir schaffen das,sowas gibt es nur bei uns.pfui☹
n	Das ist Kapitalismus in der schärfsten Form.... Der Staat schmeißt das Geld raus, und der Raffgierige nimmt es an..... Mal sehen wie das sich auf die Touristen auswirkt?????
n	Denken die mal nach 10 000 Betten und was ist mit den touristen....egal ----- Aber wenn ihr ein Hotel hättet mit ca 100 betten was würdet ihr machen ....Ich würde es vermieten aber vorher noch den luxus entfernen ...Das den Mitarbeitern zuzumuten weiter zuarbeiten nein ... also leider entlassen oder schauen ob man sie  irgentwie weiter beschäftigen kann ... mit 150 000 im monat sollte das gehen
n	So verballert jemand unser Geld der es nicht selbst verdient hat.politiker
n	Daß ist eine Schweinerei,die seines gleichen sucht.
n	Die armen Putzfrauen!  Besser im Schweinestall arbeiten - sie sind sauberer!
	Und danach abreissen oder grundsanieren... wird ein Messi- Grand- Hotel... kotz@
n	steckt da die FDP dahinter ?
n	komisch. mir brennt seit tagen ne frage auf der zunge. WIEVIELE LEERSTEHEN HÄUSER VON PROMIS /EHEMALIGEN POLITIKERN GIBT ES EIGENTLICH NOCH? unsere regierung kümmer sich ja so aufopferungsvoll um die flüchtlinge,sie kommen aber nicht auf die idee,sie in diesen leerstehenden häusern,die es gibt und in den nächsten jahren nicht bewohnt werden,wohnen zu lassen.
n	Man man jeden Tag was neues und wir gehen Arbeiten für das ganze wilde Volk !!!! ich hoffe nur das sich die Zeiten Ändern , durch neuwahlen !!
n	Da würde sich so manch ein deutscher Obdachloser freuen, in einem komfortablem Bett zu schlafen. Wo bleibt die Gerechtigkeit?
n	Plus Reperaturen und Renovierung versteht sich
n	noch blöder geht es nicht........aber für deutsche ist kein geld da....
n	Wahnsinn was für Kohle auf einmal verbraten werden kann...wir dürfen es wieder bitter ausbaden..zum kotzen....
n	..unverschämt, was für Geld da rausgeschmißen wird, kein Wunder das die alle herkommen
n	Unglaublich ?
n	Was ist mit dem Personal? Werden die entlassen oder müssen die da weiter arbeiten?
n	Man sollte jeden der Regierenden an diesen Kosten persönlich beteiligen, denn es ist ja nicht ihr Geld, das hier rausgeschmissen wird, es ist das Geld der Steuerzahler, das an anderer Stelle wieder eingespart wird, siehe Infrastruktur, Rentner, Schule etc. Die Flüchtlinge könnten doch in Baracken auf dem Tempelhofer Fllughafen wohnen, wie früher die Gastarbeiter, da waren aber die Winter sehr viel kälter. Und Baracken zu bauen, werden ja die Berliner hinkriegen.
n	Tourismus ADE unglaublich ,wenn man keinen Platz hat kann man auch keine Menschen einladen hierher zu kommen. Hoffentlich bleiben die Touristen über Jahre weg
n	und hinterher muss es abgerissen werden,weil es total verwanzt und versufft ist
n	Sind da auch noch Zimmer frei für unsere Obdachlosen ? Ach stimmt ja ich bin aber auch wieder vergesslich, die Deutschen zählen in diesem Staat ja nichts, Entschuldigung.
n	Es sind ja nur Steuergelder, alles legal und straffrei.......armes Deutschland.
n	Jeder Abgeordnete, jeder Minister müßte eine Flüchtlings Familie aufnehmen, damit sie erkennen was sie dem Volk aufzwingen.
n	Für 600 Mio. bekommen wir auch eine Wunderschöne Grenzanlage. Vorteil an dieser, das Geld wäre da wenigstens Produktiv Investiert.
n	Wenn die Hotels alle in Berlin sind ist doch super. Alle dort hin und Angie hat alle ihre neuen Freunde um sich.
	Und der Rest der Republik ist wieder sauber. ???
n	Ich bin echt mal gespannt wie die Wahlen dieses Jahr manipuliert werden
n	für 18.000 räum ich gern die Hundehütte aus ?
n	Das können die anschließend Abreißen.
n	Und wer bezahlt das? Natürlich wieder die Kleinen Leute, die immer weniger in den Geldbeutel bekommen, weil der Staat die Hände drauf hält. Immer mehr wird uns abgezogen und immer mehr sollen wir draufzahlen. Sei es die Krankenversicherung, die Steuern,  das Geld für den Kraftstoff usw.. Wo soll das noch hinführen. Da werden schon wieder Hotelbesitzer reich und reicher, weil diese sich an den Flüchtlingen gesund stoßen, da für  den normalen Hotelbetrieb die Preise für Otto Normalverbraucher zu hoch sind und die Hotels zur Pleite neigen. Somit wird den Hotelbesitzer finanziell geholfen, während die darin Beschäftigten auf der Straße landen. Ein schöner demokratischer Staat.
n	Herr schmeiss bitte Hirn vom Himmel und nimm diesen Leuten vorher die Schirme weg, damit sie auch getroffen werden können
n	wenn das stimmt, werden wir die Hampton Hotels boykottieren
n	Wir haben´s doch!
n	Die Summen muss man sich mal auf der Zunge zergehen lassen - da kann man doch nur noch abkotzen!!!
n	Wählt keine Altparteien!!
n	Das ist doch alles krank.??????
n	Omg das arme hotel in der Osloar str.
n	Schlimm ist das selbst die deutsche Unterstützt das. Ich dachte das Deutsche Patrioten sind.
n	Ist Berlin nicht pleite???
n	Na klar Kohle als rausschmeißen und uns die Steuern wieder erhöhen nicht mehr normal ..es kommen ja Wahlen Leute überlegt gut wenn ihr noch wählt
n	das kann bei mir nur kopf schütteln hervorrufen. berlin ist pleite woher sollen also die 600 millionen kommen ?
	"Als letzte Option sollte jeder das Maximum Kreditrahmens ausschöpfen, alles auf den Kopf hauen und dann in die privat inso gehen. Dann ein lockeres Leben auf hartz Niveau. Wenn das jeder macht bricht das ""System "" und es kann endlich meine begonnen werden"
n	GRÜN & ROT, sind unser tot!
	
	Der frühere SPD-Finanzsenator des Berliner Senats rechnet vor:
	"„Unter den 1,1 Millionen Flüchtlingen des Jahres 2015 seien 800.000 junge Männer."" Zum Vergleich stünden ihnen in der Altersgruppe der 15- bis 30-Jährigen nur fünf Millionen deutsche Männer gegenüber."
	80 Prozent der Ankommenden hätten keine Chance auf dem Arbeitsmarkt.
	(90% sind reine Wirtschaftsflüchtlinge! Die wollen sich von uns versorgen lassen!!!!!)
	Die „finanzielle Belastung von insgesamt 1,5 Billionen Euro“ werde die Politik bereitstellen müssen.
	
	Bitte selbst rechnen, was wir in einigen Jahren zahlen müssen!!!!!!!!!!!!!!!! Tabelle siehe unten.
	Aber bitte nicht ausrasten, grins.
n	Hinterher können sie das Hotel abreißen, ist ja egal die Regierung zahlt ja 600 Mil. Euro, da kann man ja nur noch weinen oder lachen.........so etwas von krank  !!!!
n	langsam muß der Wahnsinn aufhören,,,,,,
n	Das ist der grund warum Diplomatische imunität im eigenen Land nicht rechtens ist. So könnte man den trottel wo so mit steuergelder rum schmeisst vor einen Richter stellen
n	Wie wäre es mit dem Adlon in Berlin, damit keine Beschwerden kommen! Ich kann jedem Hotel nur abraten, da es sonst anschließend kernsaniert werden muss! Ich spreche aus Erfahrung!
n	Berlin ist Pleite für die nächsten 100 Jahre, da kommt es doch auf diese Peanuts nicht mehr an :(
n	Wir haben in Deutschland schon seit einigen Jahren Wohnungs Mangel!  Wie kann das sein das alle andere was hier rein kommt ne Wohnung egal ob 45 Quadratmeter oder mehr, eher ne Wohnung bekommt als der Bürger Deutschlands!  Mensch wacht endlich auf es ist schon viertel nach 12 ?. Das gegenseitige zu schieben wer oder was bringt nichts mehr!  Die Politiker haben völlig die Realität verloren!
n	klar und jeder sollte noch einen Dienstwagen mit Chauffeur bekommen,..... OHNE WORTE
n	Bei uns in Deutschland erhält ein Rentner nicht mal 1200 Euro Rente !!! Schämt sich den niemand von den Herren oberen? Welch eine Schande für das Land.Armes Deutschland.
n	Ich weiß gar nicht warum ihr euch aufregt!!?? Wir sind reich! Jeder Deutsche und auch Ausländer haben mindestens 3000 € im Monat zur Verfügung, laut der Kanzlerin. Jetzt scheißt euch doch nicht ein wegen lächerlichen 18000 im Jahr! Ist ja unglaublich, wie geizig ihr seid!!
n	Ich kann nur staunen ! Armes Vaterland.
n	.....berlin zahlt 2500.--€  pro Monat pro asylant........da wißt ihr wofür ihr steuern zahlen müßt......
n	Ich habe schon so oft gepostet jagen wir diese unverschämten Politiker mit Anhang und die die zu unrecht da sind aus dem Land
n	Schlimmer geht's nimmer‼️??
n	geteilt
n	weil diese leute, die in ecken und auf dem donnerbalken scheißen, einfach scheisse sind
n	Assi bleibt assi
	
	http://m.tagesspiegel.de/berlin/fluechtlinge-in-berlin-sanierung-von-sporthallen-nach-auszug-wird-teuer/12809028.html?utm_referrer=http%3A%2F%2Fm.facebook.com%2F
	
	http://www.deutschlandfunk.de/gruene-deutschland-kann-weitere-million-fluechtlinge.1947.de.html?drn%3Anews_id=575878
n	Und pinkelt dann vorne über die Brille, die Sau ! :-)
n	ach deswegen kacken und wixen vereinzelnde von denen in freibädern. jetz is mir alles klar. na die deutschen ingenieure finden eine lösung wenn sie nicht grade bei h&k damit beschäftigt sind neue flüchtlinge zu produzieren(...)
n	Kapitalismus greift zur nächsten möglichkeit.....pff
